x y z mass age lifetime 
74.977669123 70.296915444 51.508712338 30.761358239558362 6.249901892436787 7.494313052112308 
44.442620231 45.625652393 60.563880753 9.911601768798302 5.2071861875415815 32.26834580441608 
45.011058892 45.693032603 60.474054642 10.781055378009434 5.018303738896984 28.114382909372985 
45.011058892 45.693032603 60.474054642 30.885668424438894 4.832993023907681 7.47472603906385 
45.580229112 45.786400764 60.797929081 10.172471045733705 4.116656882583433 29.998521916994477 
36.304158564 43.633595497 69.240256705 13.663731299224276 2.748048777219662 19.18979864699792 
38.542606324 44.235400828 64.890350606 34.445884036293315 2.1836561724714763 6.913758409302764 
49.567137632 61.536697879 78.764567148 58.3350772492234 1.8509344610427423 4.966009072351006 
49.663360732 64.094402791 83.223555124 9.658682166129445 1.2577430057531416 37.283027161256854 
49.149051314 63.638740576 82.859700649 16.504311910132056 1.1358786230844409 13.675479357350921 
49.149051314 63.638740576 82.859700649 43.01134355756202 0.7530288624060422 5.973390838821765 
