x y z mass age lifetime 
52.153097573 52.776999315 58.529987181 30.761358239558362 6.39634515671136 7.494313052112308 
52.153097573 52.776999315 58.529987181 9.911601768798302 5.569557147792882 32.26834580441608 
57.727947394 71.13231461 62.336052171 10.781055378009434 5.201821944958977 28.114382909372985 
57.727947394 71.13231461 62.336052171 30.885668424438894 4.767273112425688 7.47472603906385 
59.501645884 68.825593676 60.309787506 10.172471045733705 4.140024245761034 29.998521916994477 
49.537974973 60.466197132 62.309008432 13.663731299224276 3.9316614619727517 19.18979864699792 
41.737123427 59.550360051 62.241893961 34.445884036293315 3.779526520699572 6.913758409302764 
50.460085276 55.352278056 70.12993951 58.3350772492234 3.379253309109038 4.966009072351006 
50.795639798 55.468836338 70.089633493 9.658682166129445 3.184616510074945 37.283027161256854 
49.537974973 60.466197132 62.309008432 16.504311910132056 2.6234345020251837 13.675479357350921 
46.435956668 51.867274442 76.616987171 43.01134355756202 2.0534793026846074 5.973390838821765 
