x y z mass age lifetime 
50.837361278 51.876141447 58.442413248 30.761358239558362 6.8183204795138375 7.494313052112308 
50.837361278 51.876141447 58.442413248 9.911601768798302 5.991532470595359 32.26834580441608 
56.989636648 71.61435853 62.510530912 10.781055378009434 5.6237972677614545 28.114382909372985 
56.989636648 71.61435853 62.510530912 30.885668424438894 5.189248435228166 7.47472603906385 
58.759644747 69.190765762 60.365390332 10.172471045733705 4.561999568563512 29.998521916994477 
48.42593953 60.597991701 62.496630504 13.663731299224276 4.3536367847752295 19.18979864699792 
39.781645406 59.153370274 62.498279982 34.445884036293315 4.20150184350205 6.913758409302764 
50.095219909 55.311720174 70.523506595 58.3350772492234 3.801228631911516 4.966009072351006 
49.742268193 55.151852199 70.494181011 9.658682166129445 3.606591832877423 37.283027161256854 
48.42593953 60.597991701 62.496630504 16.504311910132056 3.0454098248276615 13.675479357350921 
45.333995113 51.390617188 77.692439809 43.01134355756202 2.4754546254870853 5.973390838821765 
