x y z mass age lifetime 
56.777307012 55.893932888 58.839862826 30.761358239558362 4.923374397590907 7.494313052112308 
56.777307012 55.893932888 58.839862826 9.911601768798302 4.096586388672428 32.26834580441608 
60.306865121 69.406344513 61.708503421 10.781055378009434 3.728851185838524 28.114382909372985 
60.306865121 69.406344513 61.708503421 30.885668424438894 3.294302353305235 7.47472603906385 
62.008037303 67.606411348 60.190940357 10.172471045733705 2.6670534866405813 29.998521916994477 
53.75614663 60.066667975 61.850099027 13.663731299224276 2.458690702852299 19.18979864699792 
48.619551904 60.925037929 61.354406557 34.445884036293315 2.3065557615791192 6.913758409302764 
53.092732206 56.054344297 67.811169861 58.3350772492234 1.9062825499885854 4.966009072351006 
53.189627096 55.908795761 69.160032937 9.658682166129445 1.7116457509544922 37.283027161256854 
53.75614663 60.066667975 61.850099027 16.504311910132056 1.1504637429047309 13.675479357350921 
50.296214023 53.548501815 72.82502795 43.01134355756202 0.5805085435641546 5.973390838821765 
