x y z mass age lifetime 
58.116517575 56.81181585 58.936876313 30.761358239558362 4.4968779393184075 7.494313052112308 
58.116517575 56.81181585 58.936876313 9.911601768798302 3.670089930399929 32.26834580441608 
61.052216077 68.889562355 61.519851775 10.781055378009434 3.3023547275660246 28.114382909372985 
61.052216077 68.889562355 61.519851775 30.885668424438894 2.8678058950327356 7.47472603906385 
62.698729767 67.270990386 60.181297512 10.172471045733705 2.240557028368082 29.998521916994477 
55.012806961 60.103486561 61.779479621 13.663731299224276 2.0321942445797996 19.18979864699792 
50.636400599 61.311726593 61.103215309 34.445884036293315 1.88005930330662 6.913758409302764 
53.896194457 56.255814792 67.358785723 58.3350772492234 1.479786091716086 4.966009072351006 
53.929558786 56.109267943 68.746570841 9.658682166129445 1.285149292681993 37.283027161256854 
55.012806961 60.103486561 61.779479621 16.504311910132056 0.7239672846322316 13.675479357350921 
51.411520826 54.043738619 71.714158699 43.01134355756202 0.15401208529165533 5.973390838821765 
