x y z mass age lifetime 
59.304387823 64.539750195 59.627673531 21.710538690897533 6.334011453714368 9.829220547743597 
50.018351746 58.64111014 62.750785718 12.852318939243817 6.285112908176936 21.701880537643977 
50.108583777 58.628650525 62.624577722 9.804288965527324 6.207972552225698 34.396055588818335 
50.018351746 58.64111014 62.750785718 10.936512233869193 6.141968663067663 27.63309821138336 
50.108583777 58.628650525 62.624577722 14.504197560255665 5.957670873554299 16.58776769812203 
50.018351746 58.64111014 62.750785718 8.7278623236069 5.632146979440622 55.7385555547265 
48.587910097 52.330711861 68.336756327 13.000429571486068 5.098654024726738 21.24333928810395 
69.752192588 59.995917661 57.291545664 10.857211052690461 4.296634575992578 27.878609705215055 
61.82907142 83.1689009 67.973097783 8.337623226311829 3.6713879026749803 63.47589462732416 
51.340245638 55.606018076 67.610641274 18.334920860117037 2.9226153749165666 11.995416179413047 
77.790320364 54.459089304 52.596762859 25.755925401304115 0.38765346573154424 8.451426453185016 
