x y z mass age lifetime 
59.598787806 64.450813263 59.915878693 21.710538690897533 6.97143601897487 9.829220547743597 
49.485289601 58.274624906 63.228056165 12.852318939243817 6.922537473437439 21.701880537643977 
49.422165602 58.146727517 63.104839946 9.804288965527324 6.8453971174862005 34.396055588818335 
49.485289601 58.274624906 63.228056165 10.936512233869193 6.779393228328166 27.63309821138336 
49.422165602 58.146727517 63.104839946 14.504197560255665 6.595095438814802 16.58776769812203 
49.485289601 58.274624906 63.228056165 8.7278623236069 6.269571544701124 55.7385555547265 
47.841872667 51.169058951 69.52265739 13.000429571486068 5.73607858998724 21.24333928810395 
71.193696816 59.324586565 57.543446213 10.857211052690461 4.934059141253081 27.878609705215055 
62.450188933 85.404465439 69.246102622 8.337623226311829 4.308812467935483 63.47589462732416 
50.896327392 54.551288762 69.091693243 18.334920860117037 3.5600399401770693 11.995416179413047 
80.034282293 53.388028118 51.569919982 25.755925401304115 1.0250780309920469 8.451426453185016 
