x y z mass age lifetime 
58.627125277 64.695718686 58.994574232 21.710538690897533 4.862788788287087 9.829220547743597 
51.371516862 59.667696202 61.771579318 12.852318939243817 4.813890242749656 21.701880537643977 
51.419845741 59.560999905 61.529264345 9.804288965527324 4.7367498867984175 34.396055588818335 
51.371516862 59.667696202 61.771579318 10.936512233869193 4.670745997640383 27.63309821138336 
51.419845741 59.560999905 61.529264345 14.504197560255665 4.486448208127019 16.58776769812203 
51.371516862 59.667696202 61.771579318 8.7278623236069 4.160924314013341 55.7385555547265 
50.368710921 55.071600619 65.555574296 13.000429571486068 3.6274313592994574 21.24333928810395 
66.548996455 61.379288011 56.632671538 10.857211052690461 2.8254119105652977 27.878609705215055 
60.432105651 78.156399316 65.126391319 8.337623226311829 2.2001652372477 63.47589462732416 
52.344292422 58.109541787 64.057271496 18.334920860117037 1.4513927094892862 11.995416179413047 
