x y z mass age lifetime 
59.207226537 64.566669056 59.534124476 21.710538690897533 6.123669192185886 9.829220547743597 
50.298953766 58.811721422 62.556836554 12.852318939243817 6.074770646648455 21.701880537643977 
50.206965792 58.708273018 62.513587704 9.804288965527324 5.9976302906972165 34.396055588818335 
50.298953766 58.811721422 62.556836554 10.936512233869193 5.931626401539182 27.63309821138336 
50.206965792 58.708273018 62.513587704 14.504197560255665 5.747328612025818 16.58776769812203 
50.298953766 58.811721422 62.556836554 8.7278623236069 5.42180471791214 55.7385555547265 
48.837055866 52.716949256 67.943416788 13.000429571486068 4.888311763198256 21.24333928810395 
69.281296742 60.212385685 57.204529267 10.857211052690461 4.086292314464097 27.878609705215055 
61.62614795 82.437064792 67.556197715 8.337623226311829 3.461045641146499 63.47589462732416 
51.486184025 55.956572021 67.116547947 18.334920860117037 2.7122731133880853 11.995416179413047 
77.05084456 54.808812244 52.936837596 25.755925401304115 0.1773112042030629 8.451426453185016 
