x y z mass age lifetime 
58.915798864 64.639061282 59.258696801 21.710538690897533 5.491750849663589 9.829220547743597 
50.809237393 59.272289791 62.133908833 12.852318939243817 5.442852304126157 21.701880537643977 
50.872844269 59.251041794 62.030293375 9.804288965527324 5.365711948174919 34.396055588818335 
50.809237393 59.272289791 62.133908833 10.936512233869193 5.299708059016885 27.63309821138336 
50.872844269 59.251041794 62.030293375 14.504197560255665 5.115410269503521 16.58776769812203 
50.809237393 59.272289791 62.133908833 8.7278623236069 4.789886375389843 55.7385555547265 
49.595836533 53.887638458 66.754212874 13.000429571486068 4.256393420675959 21.24333928810395 
67.888644198 60.835289195 56.927406579 10.857211052690461 3.4543739719417994 27.878609705215055 
61.022686173 80.263599324 66.319464324 8.337623226311829 2.8291272986242015 63.47589462732416 
51.921589488 57.021222951 65.609727282 18.334920860117037 2.080354770865788 11.995416179413047 
