x y z mass age lifetime 
58.433388178 64.723141586 58.823093218 21.710538690897533 4.437992970110962 9.829220547743597 
51.736364238 59.836824266 61.322187493 12.852318939243817 4.38909442457353 21.701880537643977 
51.857730821 59.87959726 61.265825091 9.804288965527324 4.311954068622292 34.396055588818335 
51.736364238 59.836824266 61.322187493 10.936512233869193 4.245950179464257 27.63309821138336 
51.857730821 59.87959726 61.265825091 14.504197560255665 4.061652389950893 16.58776769812203 
51.736364238 59.836824266 61.322187493 8.7278623236069 3.7361284958372156 55.7385555547265 
50.902026204 55.884885534 64.733776911 13.000429571486068 3.202635541123332 21.24333928810395 
65.675213752 61.676414606 56.443729702 10.857211052690461 2.400616092389172 27.878609705215055 
60.054465081 76.787507573 64.348154377 8.337623226311829 1.7753694190715743 63.47589462732416 
52.61157291 58.877120956 62.951945711 18.334920860117037 1.0265968913131607 11.995416179413047 
