x y z mass age lifetime 
58.051802239 64.742966794 58.502618957 21.710538690897533 3.5916874541822565 9.829220547743597 
52.731692895 60.420559121 60.832812075 12.852318939243817 3.542788908644825 21.701880537643977 
52.710690691 60.345644981 60.626015129 9.804288965527324 3.4656485526935867 34.396055588818335 
52.731692895 60.420559121 60.832812075 10.936512233869193 3.3996446635355526 27.63309821138336 
52.710690691 60.345644981 60.626015129 14.504197560255665 3.215346874022188 16.58776769812203 
52.731692895 60.420559121 60.832812075 8.7278623236069 2.8898229799085104 55.7385555547265 
51.991919807 57.553854248 63.047036794 13.000429571486068 2.3563300251946266 21.24333928810395 
64.030570257 62.091118551 56.180554337 10.857211052690461 1.554310576460467 27.878609705215055 
59.388086453 74.274081277 62.887960891 8.337623226311829 0.9290639031428691 63.47589462732416 
52.233122533 60.469980043 60.550160621 18.334920860117037 0.1802913753844555 11.995416179413047 
