x y z mass age lifetime 
51.780262846 62.885373333 73.737544436 8.760448340732838 6.547016424827229 55.0924668739683 
52.412939032 60.684141981 61.90250107 11.33511254096095 6.39743457153161 26.399056603834698 
52.465762188 60.706460364 61.9596259 13.430632593790312 6.285755851782468 19.911457653726096 
52.505106743 60.620314368 60.916966787 16.690318533256203 6.277607887166031 13.504769562168946 
52.465762188 60.706460364 61.9596259 13.752605644438779 6.064197112327372 18.9146492364228 
52.412939032 60.684141981 61.90250107 11.304074045673449 5.855407067214749 26.49514984264094 
63.012852121 73.372172919 64.857792618 9.423541191492756 5.472235671909096 41.94520853481932 
52.465762188 60.706460364 61.9596259 9.480069576453241 5.12967303445458 40.82441032294756 
52.412939032 60.684141981 61.90250107 55.01034736587024 4.792034941842022 5.184576709332771 
65.681333629 61.912041772 58.030702919 10.579787418612439 4.316712792671858 28.73749591676246 
72.251145882 57.149557727 55.386444033 20.990582360191848 3.4643272320777836 10.098232572810607 
65.58810055 61.871651764 58.214288242 10.911152303845071 1.7489036508397096 27.71161096769563 
