x y z mass age lifetime 
52.205573397 62.825581353 70.776233977 8.760448340732838 5.491881806288214 55.0924668739683 
52.872068937 61.188847139 61.181410729 11.33511254096095 5.342299952992596 26.399056603834698 
52.788688502 61.148527016 61.07648664 13.430632593790312 5.230621233243453 19.911457653726096 
52.429321786 60.504285489 61.065479859 16.690318533256203 5.2224732686270166 13.504769562168946 
52.788688502 61.148527016 61.07648664 13.752605644438779 5.009062493788358 18.9146492364228 
52.872068937 61.188847139 61.181410729 11.304074045673449 4.800272448675734 26.49514984264094 
61.511657355 71.896940054 63.664863359 9.423541191492756 4.417101053370081 41.94520853481932 
52.788688502 61.148527016 61.07648664 9.480069576453241 4.0745384159155655 40.82441032294756 
52.872068937 61.188847139 61.181410729 55.01034736587024 3.736900323303008 5.184576709332771 
64.247786769 62.106889037 57.79601839 10.579787418612439 3.2615781741328433 28.73749591676246 
70.624192913 57.644072466 56.343267812 20.990582360191848 2.409192613538769 10.098232572810607 
64.360936102 62.090040183 57.710898675 10.911152303845071 0.6937690323006951 27.71161096769563 
