x y z mass age lifetime 
51.69625119 62.896363421 74.328681319 8.760448340732838 6.7590902362131065 55.0924668739683 
52.425800567 60.685131622 62.061794374 11.33511254096095 6.609508382917488 26.399056603834698 
52.354321243 60.644024334 62.098596441 13.430632593790312 6.497829663168345 19.911457653726096 
52.321163363 60.346080873 61.026381619 16.690318533256203 6.489681698551909 13.504769562168946 
52.354321243 60.644024334 62.098596441 13.752605644438779 6.27627092371325 18.9146492364228 
52.425800567 60.685131622 62.061794374 11.304074045673449 6.067480878600627 26.49514984264094 
63.314322529 73.665437964 65.096763429 9.423541191492756 5.684309483294974 41.94520853481932 
52.354321243 60.644024334 62.098596441 9.480069576453241 5.341746845840458 40.82441032294756 
52.425800567 60.685131622 62.061794374 55.01034736587024 5.0041087532279 5.184576709332771 
65.911807889 61.824685463 58.237970256 10.579787418612439 4.528786604057736 28.73749591676246 
72.576734767 57.050126518 55.196123953 20.990582360191848 3.6764010434636614 10.098232572810607 
65.91674515 61.89828772 58.07825321 10.911152303845071 1.9609774622255873 27.71161096769563 
