x y z mass age lifetime 
51.864305353 62.874265891 73.147526431 8.760448340732838 6.335796799785008 55.0924668739683 
52.481808635 60.731200601 61.79870709 11.33511254096095 6.18621494648939 26.399056603834698 
52.508084814 60.752123599 61.731062135 13.430632593790312 6.074536226740247 19.911457653726096 
52.681370089 60.90496542 60.932689133 16.690318533256203 6.0663882621238105 13.504769562168946 
52.508084814 60.752123599 61.731062135 13.752605644438779 5.852977487285152 18.9146492364228 
52.481808635 60.731200601 61.79870709 11.304074045673449 5.644187442172528 26.49514984264094 
62.71242615 73.079143618 64.619478186 9.423541191492756 5.261016046866875 41.94520853481932 
52.508084814 60.752123599 61.731062135 9.480069576453241 4.9184534094123595 40.82441032294756 
52.481808635 60.731200601 61.79870709 55.01034736587024 4.580815316799802 5.184576709332771 
65.325374639 61.940744183 58.079760513 10.579787418612439 4.105493167629637 28.73749591676246 
71.926277359 57.248699871 55.576566153 20.990582360191848 3.253107607035563 10.098232572810607 
65.448705073 61.932036775 57.967339017 10.911152303845071 1.537684025797489 27.71161096769563 
