x y z mass age lifetime 
53.484208338 62.575386032 62.778312075 8.760448340732838 2.7478696321300564 55.0924668739683 
53.889970631 62.18025136 59.354685718 11.33511254096095 2.5982877788344383 26.399056603834698 
53.771850835 62.057230464 59.438787924 13.430632593790312 2.4866090590852954 19.911457653726096 
53.900947533 62.274411988 59.914769474 16.690318533256203 2.4784610944688588 13.504769562168946 
53.771850835 62.057230464 59.438787924 13.752605644438779 2.2650503196301996 18.9146492364228 
53.889970631 62.18025136 59.354685718 11.304074045673449 2.0562602745175766 26.49514984264094 
57.868918409 68.09942283 60.534459797 9.423541191492756 1.6730888792119236 41.94520853481932 
53.771850835 62.057230464 59.438787924 9.480069576453241 1.3305262417574077 40.82441032294756 
53.889970631 62.18025136 59.354685718 55.01034736587024 0.99288814914485 5.184576709332771 
61.058272798 62.536748399 57.03986039 10.579787418612439 0.5175659999746856 28.73749591676246 
