x y z mass age lifetime 
52.94212441 62.698170367 65.933931875 8.760448340732838 3.802073268876624 55.0924668739683 
53.403397965 61.784201802 60.097571935 11.33511254096095 3.652491415581006 26.399056603834698 
53.312802294 61.697630764 60.214867829 13.430632593790312 3.540812695831863 19.911457653726096 
53.469475866 61.874748308 59.380048242 16.690318533256203 3.5326647312154265 13.504769562168946 
53.312802294 61.697630764 60.214867829 13.752605644438779 3.3192539563767673 18.9146492364228 
53.403397965 61.784201802 60.097571935 11.304074045673449 3.1104639112641443 26.49514984264094 
59.128735945 69.459377004 61.743463621 9.423541191492756 2.7272925159584913 41.94520853481932 
53.312802294 61.697630764 60.214867829 9.480069576453241 2.3847298785039754 40.82441032294756 
53.403397965 61.784201802 60.097571935 55.01034736587024 2.0470917858914177 5.184576709332771 
62.085452112 62.420026025 57.260864602 10.579787418612439 1.5717696367212532 28.73749591676246 
68.030631915 58.393540049 57.933786595 20.990582360191848 0.719384076127179 10.098232572810607 
