x y z mass age lifetime 
67.004442149 66.961596937 61.183841239 30.761358239558362 5.195506332212845 7.494313052112308 
67.002369866 66.913257112 61.13999735 9.911601768798302 5.144690926639294 32.26834580441608 
66.97082806 66.932745847 61.117183493 10.781055378009434 5.089388055391763 28.114382909372985 
67.002369866 66.913257112 61.13999735 30.885668424438894 5.0542976624669915 7.47472603906385 
66.97082806 66.932745847 61.117183493 10.172471045733705 5.008028451222483 29.998521916994477 
67.002369866 66.913257112 61.13999735 13.663731299224276 4.960678186136626 19.18979864699792 
54.83966355 50.495234696 49.245887635 34.445884036293315 4.880515101835479 6.913758409302764 
66.97082806 66.932745847 61.117183493 58.3350772492234 4.63373924802148 4.966009072351006 
67.004442149 66.961596937 61.183841239 9.658682166129445 4.452442755676158 37.283027161256854 
67.004442149 66.961596937 61.183841239 16.504311910132056 4.445606045865162 13.675479357350921 
67.002369866 66.913257112 61.13999735 43.01134355756202 4.417691460800713 5.973390838821765 
66.97082806 66.932745847 61.117183493 18.564090616887576 4.343341269090152 11.785092904072107 
67.004442149 66.961596937 61.183841239 60.793584102785914 4.262061748470202 4.83151774091501 
67.002369866 66.913257112 61.13999735 8.68018683474343 4.151550236689268 56.68382583747251 
66.97082806 66.932745847 61.117183493 9.83407645854572 4.086037898297098 33.80545373856059 
67.004442149 66.961596937 61.183841239 83.51477435126388 3.971800710685321 4.108752481457589 
67.002369866 66.913257112 61.13999735 9.21393229894516 3.6286146669169166 46.10116083739202 
70.114835881 54.385151238 67.282767149 16.045452936359965 2.991372359385445 14.096602647577694 
