x y z mass age lifetime 
65.973813218 65.658819282 61.116265647 30.761358239558362 4.559519107173262 7.494313052112308 
65.902741753 65.600321327 61.114924691 9.911601768798302 4.508703701599712 32.26834580441608 
65.908850327 65.630290293 61.118938527 10.781055378009434 4.45340083035218 28.114382909372985 
65.902741753 65.600321327 61.114924691 30.885668424438894 4.418310437427408 7.47472603906385 
65.908850327 65.630290293 61.118938527 10.172471045733705 4.372041226182899 29.998521916994477 
65.902741753 65.600321327 61.114924691 13.663731299224276 4.324690961097044 19.18979864699792 
54.833362673 51.594878161 50.691103595 34.445884036293315 4.244527876795896 6.913758409302764 
65.908850327 65.630290293 61.118938527 58.3350772492234 3.9977520229818975 4.966009072351006 
65.973813218 65.658819282 61.116265647 9.658682166129445 3.8164555306365746 37.283027161256854 
65.973813218 65.658819282 61.116265647 16.504311910132056 3.809618820825579 13.675479357350921 
65.902741753 65.600321327 61.114924691 43.01134355756202 3.78170423576113 5.973390838821765 
65.908850327 65.630290293 61.118938527 18.564090616887576 3.7073540440505695 11.785092904072107 
65.973813218 65.658819282 61.116265647 60.793584102785914 3.6260745234306198 4.83151774091501 
65.902741753 65.600321327 61.114924691 8.68018683474343 3.5155630116496845 56.68382583747251 
65.908850327 65.630290293 61.118938527 9.83407645854572 3.450050673257515 33.80545373856059 
65.973813218 65.658819282 61.116265647 83.51477435126388 3.335813485645738 4.108752481457589 
65.902741753 65.600321327 61.114924691 9.21393229894516 2.992627441877334 46.10116083739202 
68.150429119 55.675190446 66.024530868 16.045452936359965 2.3553851343458625 14.096602647577694 
