x y z mass age lifetime 
62.244470055 63.832677496 66.499577202 30.761358239558362 4.477451968816956 7.494313052112308 
62.175931702 64.53104029 66.686463186 9.911601768798302 3.851192214470754 32.26834580441608 
53.314325637 52.775863803 50.768934887 10.781055378009434 3.2761381158691583 28.114382909372985 
58.730177037 51.82137278 79.34994091 30.885668424438894 2.700818151529715 7.47472603906385 
53.660909208 51.764468138 49.535157743 10.172471045733705 2.2265920517030935 29.998521916994477 
53.660909208 51.764468138 49.535157743 13.663731299224276 1.8275479396131864 19.18979864699792 
53.660909208 51.764468138 49.535157743 34.445884036293315 1.3379009275274791 6.913758409302764 
53.314325637 52.775863803 50.768934887 58.3350772492234 0.8081265204214478 4.966009072351006 
53.661830915 51.72296455 49.083643051 9.658682166129445 0.6010008169592025 37.283027161256854 
53.661830915 51.72296455 49.083643051 16.504311910132056 0.5184462390331941 13.675479357350921 
