x y z mass age lifetime 
61.781340267 64.069305037 68.463033906 30.761358239558362 7.008786702380689 7.494313052112308 
61.752313103 64.74418182 68.681988538 9.911601768798302 6.382526948034488 32.26834580441608 
46.108930586 44.154640574 41.096958997 10.781055378009434 5.807472849432892 28.114382909372985 
56.547393404 44.45215319 89.259963467 30.885668424438894 5.2321528850934484 7.47472603906385 
46.408000334 44.829347578 38.869517675 10.172471045733705 4.757926785266827 29.998521916994477 
46.408000334 44.829347578 38.869517675 13.663731299224276 4.35888267317692 19.18979864699792 
46.408000334 44.829347578 38.869517675 34.445884036293315 3.8692356610912126 6.913758409302764 
46.108930586 44.154640574 41.096958997 58.3350772492234 3.3394612539851813 4.966009072351006 
46.338652944 45.074681529 38.358941625 9.658682166129445 3.132335550522936 37.283027161256854 
46.338652944 45.074681529 38.358941625 16.504311910132056 3.0497809725969276 13.675479357350921 
