x y z mass age lifetime 
61.585330845 64.304782409 68.724142597 30.761358239558362 7.431256945383911 7.494313052112308 
61.778289144 64.617119969 69.065285759 9.911601768798302 6.804997191037709 32.26834580441608 
44.93717431 42.617441775 39.538101275 10.781055378009434 6.229943092436113 28.114382909372985 
56.177267719 43.221453583 90.909956624 30.885668424438894 5.65462312809667 7.47472603906385 
45.139264693 43.661975975 36.775564172 10.172471045733705 5.180397028270049 29.998521916994477 
45.139264693 43.661975975 36.775564172 13.663731299224276 4.781352916180142 19.18979864699792 
45.139264693 43.661975975 36.775564172 34.445884036293315 4.291705904094434 6.913758409302764 
44.93717431 42.617441775 39.538101275 58.3350772492234 3.761931496988403 4.966009072351006 
45.15333466 43.927601533 36.883062013 9.658682166129445 3.5548057935261577 37.283027161256854 
45.15333466 43.927601533 36.883062013 16.504311910132056 3.4722512156001493 13.675479357350921 
