x y z mass age lifetime 
62.427929988 63.779717023 66.295372023 30.761358239558362 4.058116861910303 7.494313052112308 
62.150524575 64.497222845 66.242404987 9.911601768798302 3.4318571075641016 32.26834580441608 
54.502376266 54.258828811 52.428626508 10.781055378009434 2.8568030089625056 28.114382909372985 
59.087685845 53.042177221 77.70171071 30.885668424438894 2.2814830446230623 7.47472603906385 
54.749878334 52.406912501 50.952381644 10.172471045733705 1.8072569447964408 29.998521916994477 
54.749878334 52.406912501 50.952381644 13.663731299224276 1.4082128327065337 19.18979864699792 
54.749878334 52.406912501 50.952381644 34.445884036293315 0.9185658206208265 6.913758409302764 
54.502376266 54.258828811 52.428626508 58.3350772492234 0.3887914135147952 4.966009072351006 
54.742212772 52.468780175 51.056073331 9.658682166129445 0.18166571005254983 37.283027161256854 
54.742212772 52.468780175 51.056073331 16.504311910132056 0.09911113212654143 13.675479357350921 
